headword,pos,CEFR
terrorist,noun,B1
test,noun,A1
test,verb,B2
testify,verb,B2
testimony,noun,B2
text,noun,A2
text,verb,A2
text message,noun,A2
textbook,noun,A2
than,conjunction,A1
than,preposition,A1
thank,verb,A1
thankful,adjective,B1
thanks,noun,A1
that,adverb,B2
that,conjunction,A1
that,determiner,A1
that,pronoun,A1
the,determiner,A1
theater,noun,A1
theatre,noun,A1
theft,noun,B1
their,determiner,A1
theirs,pronoun,A2
them,pronoun,A1
theme,noun,B2
themselves,pronoun,A2
then,adverb,A1
theorist,noun,B2
theory,noun,B1
therapist,noun,B2
therapy,noun,B2
there,adverb,A1
thereafter,adverb,B2
therefore,adverb,A2
thermometer,noun,B2
these,determiner,A1
these,pronoun,A1
thesis,noun,B2
they,pronoun,A1
thick,adjective,A1
thickly,adverb,B2
thickness,noun,B2
thief,noun,A2
thigh,noun,B2
thin,adjective,A1
thing,noun,A1
think,verb,A1
thinker,noun,B2
third,adjective,A2
third person,noun,B2
thirdly,adverb,B2
thirst,noun,B2
thirst,verb,B1
thirsty,adjective,A2
thirteen,number,A1
thirty,number,A1
this,determiner,A1
this,pronoun,A1
thorough,adjective,B1
thoroughly,adverb,B2
those,determiner,A1
those,pronoun,A1
though,adverb,B2
though,conjunction,A2
thought,noun,A2
thoughtful,adjective,B2
thoughtless,adjective,B2
thousand,number,A2
thread,noun,B2
threat,noun,B1
threaten,verb,B2
threatening,adjective,B1
three,number,A1
thrill,noun,B2
thrilled,adjective,B2
thriller,noun,B1
thrilling,adjective,B2
throat,noun,B2
through,adverb,B1
through,preposition,A1
throughout,preposition,B1
throw,noun,A1
throw,verb,A2
thumb,noun,B1
thump,verb,B1
thunder,noun,B1
thunderous,adjective,B1
thunderstorm,noun,A2
Thursday,noun,A1
thus,adverb,B1
tick,noun,B1
tick,verb,B1
ticket,noun,A1
tickle,verb,B2
tide,noun,B1
tidy,adjective,A2
tidy,verb,A2
tie,noun,A2
tie,verb,B1
tiger,noun,A1
tight,adjective,A1
tight,adverb,B2
tighten,verb,B1
tightly,adverb,B1
tightrope,noun,B2
tights,noun,A2
tile,noun,B1
till,conjunction,B1
till,preposition,A2
time,noun,A1
time,verb,B2
timeless,adjective,B2
timeliness,noun,B2
timely,adjective,B1
times,preposition,B2
timetable,noun,A2
timing,noun,B2
tin,noun,B1
tiny,adjective,B1
tip,noun,A2
tip,verb,B2
tiptoe,verb,B2
tire,verb,B1
tired,adjective,A1
tiredness,noun,B2
tiresome,adjective,B2
tiring,adjective,B1
tissue,noun,B1
title,noun,A2
to,infinitive-to,A1
to,preposition,A1
toast,noun,A2
tobacco,noun,B1
today,adverb,A1
today,noun,A1
toe,noun,A2
toenail,noun,B2
together,adverb,A1
toil,verb,B2
toilet,noun,A1
tolerant,adjective,B2
tolerate,verb,B2
toll,noun,B2
tomato,noun,A1
tomb,noun,B2
tomorrow,adverb,A1
tomorrow,noun,A1
ton,noun,B2
tone,noun,A2
tongue,noun,B1
tonight,adverb,A1
tonight,noun,A2
tonne,noun,B2
too,adverb,A1
tool,noun,A1
tooth,noun,A1
toothache,noun,A2
toothbrush,noun,A2
toothpaste,noun,B1
top,adjective,B1
top,noun,A1
topic,noun,A1
torch,noun,B2
tornado,noun,B1
tortoiseshell,noun,B2
torture,verb,B2
toss,verb,B1
total,adjective,B1
total,noun,B1
totally,adverb,B1
touch,noun,A1
touch,verb,B1
tough,adjective,B2
tour,noun,A2
tour,verb,B1
tour guide,noun,A2
tourism,noun,B1
tourist,noun,A2
tournament,noun,B1
toward,preposition,A2
towards,preposition,A2
towel,noun,A1
tower,noun,A1
town,noun,A1
toxic,adjective,B2
toy,noun,A1
trace,noun,B1
trace,verb,B2
track,noun,A2
track,verb,B2
tracksuit,noun,B1
trade,noun,A2
trade,verb,B2
trader,noun,B2
tradition,noun,A2
traditional,adjective,A2
traditionally,adverb,B1
traffic,noun,A2
traffic jam,noun,B1
traffic light,noun,A2
tragedy,noun,B1
tragic,adjective,B1
trail,noun,B1
trail,verb,B2
trailer,noun,B2
train,noun,A1
train,verb,A2
trainee,noun,B2
trainer,noun,B2
training,noun,A2
trait,noun,B2
traitor,noun,B2
tram,noun,A2
tramp,noun,B2
trample,noun,B2
transcript,noun,B2
transfer,noun,B2
transfer,verb,B1
transform,verb,B1
transformation,noun,B1
transfusion,noun,B2
transient,adjective,B2
transistor,noun,B2
transition,noun,B2
transitional,adjective,B1
transitive,adjective,B2
translate,verb,B1
translation,noun,B2
translator,noun,B2
transmission,noun,B2
transmit,verb,B2
transparent,adjective,B2
transport,noun,B1
transport,verb,B2
transportation,noun,B1
trap,noun,A2
trash,noun,B1
travel,noun,A2
travel,verb,A1
travel agent,noun,B1
traveler,noun,A2
traveller,noun,A2
traverse,noun,B2
tray,noun,B2
tread,verb,B2
treasure,noun,A2
treat,noun,B1
treat,verb,B2
treatment,noun,B1
treaty,noun,B2
tree,noun,A1
trek,noun,B2
tremble,verb,B1
tremendous,adjective,B1
tremendously,adverb,B2
tremor,noun,B2
trend,noun,B1
trial,noun,B2
triangle,noun,B2
tribe,noun,B2
trick,noun,A2
trick,verb,B2
tricky,adjective,B2
trigger,noun,B1
trim,noun,B1
trio,noun,B2
trip,noun,A1
trip,verb,B2
triumph,noun,B1
trivial,adjective,B2
trolley,noun,B2
troop,noun,B2
trophy,noun,B2
tropic,adjective,B2
tropical,adjective,B1
trouble,noun,A2
trouble,verb,B1
troublesome,adjective,B2
trousers,noun,A1
truck,noun,A1
true,adjective,A1
truly,adverb,A2
trumpet,noun,B1
trunk,noun,B2
trust,noun,B2
trust,verb,A2
trustworthy,adjective,B1
trusty,adjective,B2
truth,noun,A2
truthful,adjective,B2
truthfulness,noun,B2
try,noun,A1
try,verb,A2
T-shirt,noun,A1
tub,noun,B2
tube,noun,A1
tuberculosis,noun,B2
Tuesday,noun,A1
tug,noun,B2
tuition,noun,B2
tulip,noun,B2
tumble,verb,B1
tumor,noun,B2
tumour,noun,B2
tuna,noun,B1
tune,noun,A2
tunnel,noun,B2
turbulence,noun,B1
turbulent,adjective,B2
turkey,noun,A1
turn,noun,A1
turn,verb,A1
turning,noun,B1
turtle,noun,B1
tutor,noun,B2
TV,noun,A1
twelve,number,A1
twenty,number,A1
twice,adverb,A2
twin,noun,B1
twinkle,noun,B2
twist,noun,B1
twist,verb,B1
twisted,adjective,B2
two,number,A1
type,noun,A1
type,verb,B1
typhoid,noun,B2
typical,adjective,B1
typically,adverb,B1
tyranny,noun,B2
tyrant,noun,B2
ugly,adjective,A1
ultimate,adjective,B2
ultimately,adverb,B2
umbrella,noun,A1
unable,adjective,B1
unacceptable,adjective,B2
unafraid,adjective,B1
unashamedly,adverb,B2
unattractive,adjective,B2
unauthorised,adjective,B2
unauthorized,adjective,B2
unavailable,adjective,B2
unaware,adjective,B2
unbearable,adjective,B2
unbeatable,adjective,B2
unbelievable,adjective,B1
uncertain,adjective,A2
uncertainty,noun,B1
unchanged,adjective,B2
uncharacteristic,adjective,B2
uncle,noun,A1
unclear,adjective,B1
unclearly,adverb,B2
uncomfortable,adjective,A2
uncomfortably,adverb,B2
uncommon,adjective,B2
unconcerned,adjective,B2
unconscious,adjective,B2
uncontrollable,adjective,B1
uncover,verb,B1
under,preposition,A1
underage,adjective,B1
underestimate,verb,B2
undergo,verb,B1
undergraduate,noun,B2
underground,adjective,B2
underground,adverb,B2
underline,noun,A1
underline,verb,B1
underneath,adverb,B2
underneath,preposition,B1
underpants,noun,B1
undersea,adjective,B2
understand,verb,A2
understandable,adjective,B2
understanding,adjective,B2
understanding,noun,B2
undertake,verb,B2
underwater,adjective,A2
underwater,adverb,B2
underwear,noun,B2
undo,verb,B1
undoubtedly,adverb,B2
undreamed,adjective,B2
undress,verb,B1
undressed,adjective,B2
unease,noun,B2
uneasily,adverb,B2
uneasy,adjective,A2
unemployed,adjective,B1
unemployment,noun,B1
unenthusiastic,adjective,B2
uneven,adjective,B2
unexpected,adjective,B1
unexpectedly,adverb,B1
unfair,adjective,A2
unfairly,adverb,B1
unfamiliar,adjective,B2
unfashionable,adjective,B2
unfit,adjective,B1
unfold,verb,B1
unforeseen,adjective,B2
unforgettable,adjective,A2
unfortunate,adjective,B1
unfortunately,adverb,A2
unfriendly,adjective,B1
ungodly,adjective,B2
unhappiness,noun,B2
unhappy,adjective,A2
unhealthy,adjective,A2
unheard,adjective,B1
unhelpful,adjective,B2
uniform,adjective,A2
uniform,noun,A2
unify,verb,B1
unimaginable,adjective,B2
unimaginably,adverb,B2
unimportant,adjective,A2
uninterested,adjective,B1
uninteresting,adjective,B1
union,noun,B1
unique,adjective,B1
unit,noun,A2
unite,verb,B1
united,adjective,B2
universal,adjective,B2
universe,noun,B1
university,noun,A2
unjustly,adverb,B2
unkind,adjective,B2
unknown,adjective,A2
unless,conjunction,B1
unlike,adjective,A2
unlike,preposition,B2
unlikely,adjective,B1
unlimited,adjective,B2
unload,verb,B2
unlock,verb,B2
unlucky,adjective,B1
unmistakable,adjective,B2
unmistakably,adverb,B2
unnatural,adjective,B2
unnecessary,adjective,A2
unofficial,adjective,B2
unpack,verb,B1
unpleasant,adjective,A2
unpopular,adjective,B2
unpredictable,adjective,B1
unrealistic,adjective,B2
unreasonable,adjective,B2
unrelated,adjective,B1
unreliable,adjective,B2
unrest,noun,B2
unsafe,adjective,B2
unsatisfactory,adjective,B2
unselfish,adjective,B2
unstoppable,adjective,B2
unsuccessful,adjective,B2
unsuitable,adjective,B2
unsure,adjective,B2
untalented,adjective,B2
unthinkably,adverb,B2
untidy,adjective,B1
untie,verb,B2
until,conjunction,B1
until,preposition,A1
unto,preposition,B2
untreated,adjective,B2
untrimmed,adjective,B2
unusual,adjective,A2
unusually,adverb,B1
unusualness,noun,B2
unwanted,adjective,B1
unwell,adjective,B1
unwilling,adjective,B2
unwise,adjective,B2
unworldly,adjective,B2
up,adverb,A2
up,preposition,A1
upbringing,noun,B2
update,noun,B2
update,verb,B1
upgrade,noun,B2
upgrade,verb,B2
uplifted,adjective,B1
upload,verb,B1
upon,preposition,A2
upper,adjective,B1
upright,adjective,B2
upright,adverb,B2
upset,adjective,A2
upset,verb,B2
upside down,adjective,B2
upside down,adverb,B2
upstairs,adjective,B1
upstairs,adverb,A2
upstairs,noun,B1
up-to-date,adjective,B1
upward,adjective,B1
urban,adjective,B2
urge,noun,B1
urge,verb,B2
urgent,adjective,B1
urgently,adverb,B2
us,pronoun,A1
usage,noun,B1
use,noun,A2
use,verb,A1
used,adjective,A2
used to,modal auxiliary,B1
useful,adjective,A2
useless,adjective,B1
user,noun,B2
usher,verb,B2
usual,adjective,A2
usually,adverb,A1
utilise,verb,B2
utility,noun,B2
utilize,verb,B2
utter,verb,B2
utterly,adverb,B2
vacancy,noun,B1
vacant,adjective,B2
vacation,noun,A1
vaccine,noun,B2
vague,adjective,B1
vain,adjective,B1
valentine,noun,B2
valid,adjective,B2
valley,noun,A2
valuable,adjective,B1
value,noun,A2
value,verb,B2
van,noun,B1
vanish,verb,B2
vanity,noun,B2
variation,noun,B2
varied,adjective,B2
variety,noun,B1
various,adjective,B1
vary,verb,B1
vase,noun,A1
vast,adjective,B1
vegetable,noun,A1
vegetarian,adjective,B1
vegetarian,noun,B1
vehicle,noun,B1
vein,noun,B1
venture,noun,B2
venue,noun,B2
verb,noun,A2
verbal,adjective,B2
verbally,adverb,B2
verse,noun,B2
verse,verb,B2
version,noun,B2
versus,preposition,B2
very,adjective,B2
very,adverb,A1
vessel,noun,B1
vet,noun,B1
veteran,noun,B2
via,preposition,B1
vibrate,verb,B2
vibration,noun,B2
vice,adjective,B1
vice president,noun,B1
victim,noun,B1
victory,noun,B1
video,noun,A1
video clip,noun,B1
video game,noun,A2
view,noun,A2
view,verb,B1
viewer,noun,B2
viewpoint,noun,B1
vigor,noun,B2
vigorous,adjective,B2
vigorously,adverb,B2
vigour,noun,B2
villa,noun,B2
village,noun,A2
villager,noun,B2
vinegar,noun,B2
violate,verb,B2
violence,noun,B1
violent,adjective,A2
violently,adverb,B1
violin,noun,A2
virtual,adjective,B1
virtual reality,noun,B2
virtually,adverb,B2
virtue,noun,B2
virus,noun,B1
visa,noun,B1
visible,adjective,B1
visibly,adverb,B2
vision,noun,B1
visit,noun,A1
visit,verb,A1
visitor,noun,A2
visual,adjective,B1
visually,adverb,B1
vital,adjective,B2
vitamin,noun,B2
vivid,adjective,B1
vividly,adverb,B1
vocabulary,noun,A2
vocalist,noun,B2
voice,noun,A2
volcano,noun,B1
volleyball,noun,A1
volume,noun,B1
volunteer,noun,B2
volunteer,verb,B1
vomit,noun,B2
vote,noun,A1
vote,verb,B1
voter,noun,B2
vow,noun,B2
vowel,noun,B1
voyage,noun,B1
wage,noun,B2
waggon,noun,B1
wagon,noun,B1
waist,noun,B2
waistcoat,noun,B2
wait,noun,B2
wait,verb,A1
waiter,noun,A1
waitress,noun,A1
wake,noun,A1
wake,verb,B1
walk,noun,A1
walk,verb,A1
walkabout,noun,B2
walker,noun,B2
walking,noun,A2
wall,noun,A1
wallboard,noun,B2
wallet,noun,A2
walnut,noun,B2
wander,verb,A2
want,noun,B2
want,verb,A1
war,noun,A1
ward,noun,B1
wardrobe,noun,B1
warm,adjective,A1
warm,verb,B1
warmly,adverb,B1
warmth,noun,B1
warn,verb,B1
warning,noun,B1
warranty,noun,B1
warrior,noun,B1
warship,noun,B2
wartime,noun,B2
was,be-verb,A1
wash,noun,A1
wash,verb,A1
washbowl,noun,B1
washing machine,noun,A2
washing-up,noun,A2
wasp,noun,B2
waste,adjective,B1
waste,noun,B1
waste,verb,B1
wasteful,adjective,B1
watch,noun,A1
watch,verb,A1
water,noun,A1
water,verb,B2
waterfall,noun,B1
waterproof,adjective,B2
wave,noun,A2
wave,verb,B1
wax,noun,B1
wax,verb,B1
way,noun,A1
we,pronoun,A1
weak,adjective,A2
weaken,verb,B2
weakly,adverb,B2
weakness,noun,B1
wealth,noun,A2
wealthy,adjective,B2
weapon,noun,B1
wear,verb,A1
wearisome,adjective,B2
weary,adjective,B2
weather,noun,A1
weather forecast,noun,B1
weave,noun,B2
web,noun,A2
web page,noun,A2
webcam,noun,B1
website,noun,A2
wed,verb,B2
wedding,noun,A2
Wednesday,noun,A1
weed,noun,B2
week,noun,A1
weekday,noun,A2
weekend,noun,A1
weekly,adjective,A2
weekly,adverb,A2
weep,noun,A2
weigh,verb,A2
weight,noun,A2
weird,adjective,B1
welcome,adjective,B1
welcome,interjection,A1
welcome,noun,B2
welcome,verb,A1
welfare,noun,B2
well,adjective,A1
well,adverb,A1
well-balanced,adjective,B2
well-built,adjective,B2
well-dressed,adjective,B1
well-known,adjective,A2
well-organised,adjective,B2
well-organized,adjective,B2
well-paid,adjective,B2
were,be-verb,A1
west,adjective,A2
west,adverb,A2
west,noun,A2
western,adjective,B2
westward,adverb,B1
westwards,adverb,B1
wet,adjective,A2
wetland,noun,B1
whale,noun,B1
what,determiner,A1
what,pronoun,A1
whatever,determiner,A2
whatever,pronoun,B1
wheat,noun,B2
wheel,noun,A1
wheelchair,noun,A2
when,adverb,A1
when,conjunction,A1
whenever,adverb,B1
whenever,conjunction,B1
where,adverb,A1
where,conjunction,A1
whereas,conjunction,B2
wherever,conjunction,B1
whether,conjunction,B1
which,determiner,A1
which,pronoun,A1
whichever,determiner,B1
whichever,pronoun,B2
while,conjunction,A2
while,noun,B1
whip,verb,B2
whiskey,noun,B2
whisky,noun,B2
whisper,noun,B1
whisper,verb,B2
whistle,noun,B1
whistle,verb,B2
white,adjective,A1
white,noun,A1
who,pronoun,A1
whoever,pronoun,B1
whole,adjective,A2
whole,noun,B1
whom,pronoun,A2
whose,determiner,A1
whose,pronoun,A1
why,adverb,A1
wide,adjective,A2
wide,adverb,A2
widely,adverb,A2
widen,verb,B2
widespread,adjective,B1
widow,noun,B2
width,noun,B2
wife,noun,A1
wild,adjective,A2
wilderness,noun,B2
wildlife,noun,B1
wildly,adverb,B1
will,modal auxiliary,A1
will,noun,B2
willing,adjective,B2
willingly,adverb,B2
willingness,noun,B1
win,noun,B2
win,verb,A1
wind,noun,A1
wind,verb,B2
winding,adjective,B2
window,noun,A1
windscreen,noun,B1
windshield,noun,B2
windsurfing,noun,B1
windy,adjective,A2
wine,noun,A2
wing,noun,B1
wink,noun,B2
winner,noun,A2
winter,noun,A1
wipe,verb,B2
wire,noun,B1
wire,verb,B2
wisdom,noun,A2
wise,adjective,A2
wish,noun,A1
wish,verb,A2
wit,noun,B2
with,preposition,A1
withdraw,verb,B2
withdrawal,noun,B2
wither,verb,B1
within,preposition,A2
without,preposition,A2
witness,noun,B2
witness,verb,B1
witty,adjective,B2
wizard,adjective,B1
wolf,noun,B2
woman,noun,A1
wonder,noun,B1
wonder,verb,A2
wonderful,adjective,A1
wondrous,adjective,B2
wood,noun,A2
woodcarving,noun,B2
wooden,adjective,A2
wool,noun,A2
word,noun,A1
wordlessly,adverb,B2
work,noun,A1
work,verb,A1
workaholic,adjective,B2
workbench,noun,B2
worker,noun,A1
working,adjective,B1
workman,noun,B2
workout,noun,B1
workplace,noun,B1
workshop,noun,B1
worktable,noun,B2
world,noun,A1
worldly,adjective,B2
worldview,noun,B2
worldwide,adjective,B2
worldwide,adverb,A2
worm,noun,B2
worn,adjective,B1
worn out,adjective,B2
wornout,adjective,B2
worn-out,adjective,B2
worried,adjective,A2
worry,noun,A1
worry,verb,A2
worrying,adjective,B2
worse,adjective,A2
worse,adverb,A2
worse,noun,B2
worsen,verb,B2
worship,noun,B2
worst,adjective,A2
worst,adverb,B2
worst,noun,B1
worth,adjective,B1
worthless,adjective,B2
worthwhile,adjective,B1
worthy,adjective,B1
would,modal auxiliary,A1
wound,noun,B1
wound,verb,B2
wrap,noun,B1
wrap,verb,B1
wrapping,noun,B1
wreck,noun,B2
wrist,noun,B1
wristwatch,noun,B1
write,verb,A1
writer,noun,A1
writing,noun,A2
written,adjective,B1
wrong,adjective,A1
wrong,adverb,A2
wrongly,adverb,B2
X-ray,noun,B2
yacht,noun,B2
yard,noun,A1
yawn,noun,B2
yawn,verb,B2
yeah,adverb,A2
year,noun,A1
yearn,verb,B2
yell,noun,B1
yell,verb,B2
yellow,adjective,A1
yellow,noun,A1
yes,adverb,A1
yesterday,adverb,A1
yet,adverb,A1
yet,conjunction,B1
yield,verb,B2
yoga,noun,B1
yoghourt,noun,A1
yoghurt,noun,A1
yogurt,noun,A1
you,pronoun,A1
young,adjective,A1
your,determiner,A1
yours,pronoun,A1
yourself,pronoun,A1
youth,noun,A2
youthful,adjective,B2
yummy,adjective,B2
zebra,noun,B2
zip,noun,B2
zone,noun,A2
zoo,noun,A1
zoom,noun,B2
